Wave,Area,Wavelength_nm,Area_transformed
4961.41331046,0.1204980567799753,2015.554716821777,296.61346219141
4962.22499924,0.0577146881380311,2015.2250253730072,142.11478355816288
4964.91995666,0.0034084054364268,2014.1311616888981,8.401866022227647
4965.36629132,0.0031679680466234,2013.95011229707,7.81058162991994
4965.38512401,0.0031329231843179,2013.9424737962904,7.724237596893567
4966.8747895,0.0032739372058393,2013.3384520060893,8.076752397932202
4966.93317083,0.0030929954807923,2013.3147872269337,7.630551341618357
4968.44355227,0.0035559080788512,2012.702749824171,8.77791247037172
4968.80137331,0.109899018930262,2012.5578079484458,271.3295459287973
4969.21004261,0.0035836594316959,2012.3922946005432,8.849147596647981
4970.69405829,0.0036936115978361,2011.7914888208115,9.126101449885509
4972.15170822,0.0036621884629366,2011.2017063895944,9.053769477205531
4972.57356039,0.0647435983722119,2011.0310845186768,160.0881796151968
4973.58299238,0.0036990957459428,2010.6229282432698,9.150278468813092
4974.20070449,0.003713053631013,2010.373242674632,9.18708705186602
4974.99167732,0.0037311090680061,2010.0536138759821,9.23469724009501
4975.56607425,0.1228108288775146,2009.8215661837764,304.0336535316139
4975.65835442,0.0030150854519603,2009.7842913826173,7.4645001369853095
4976.90319498,0.1460905865371494,2009.281597055493,361.86003393388984
4977.72994991,0.0036932129974163,2008.947873956241,9.150967621888848
4978.02938963,0.0738719682638081,2008.8270312006466,183.06047428446857
4978.21018342,0.0036969777279685,2008.7540765765862,9.162063384391612
4979.06142084,0.0036940237601457,2008.4106530890986,9.157873746346741
4979.48892282,0.0036854392334203,2008.2382258492441,9.138160803000396
4979.79401234,0.003419386853742,2008.1151901504074,8.479514653172432
4980.73941319,0.0036822770662863,2007.7340271040857,9.134906450129614
4981.95977127,0.0037201303433522,2007.2422217594108,9.233334927668214
4986.52104791,0.0036969971076699,2005.406154696028,9.192728290121698
4988.19527372,0.0035083386400162,2004.733065019404,8.729480511944702
4990.67177198,0.0032807023136878,2003.7382654865717,8.171181192277782
4996.62478414,0.0034550858672983,2001.3509983261954,8.626056943690969
4998.06548464,0.0474947871248001,2000.774105647853,118.64510619099752
